"id","title","dsc","press","posted_date","link"
311,'나 아직 먹을 수 있거든!' 소비기한표시제 도입 촉구하는 시민단체 [TF사진관],"소비자기후행동과 아이쿱생협연합회 회원들이 16일 오전 서울 여의도 국회 앞에서 기자회견을 열고 소비기한표시제 도입을 촉구하며 퍼포먼스를 하고 있다. 소비자기후행동, 아이쿱소비자생활협동조합연합회...",더팩트,2021-06-16,http://news.tf.co.kr/read/photomovie/1868562.htm
312,"'소비기한표시제 없어, 화가 난다!' [포토]",소비자기후행동과 아이쿱생협연합회 회원들이 16일 오전 서울 여의도 국회 앞에서 기자회견을 열고 소비기한표시제 도입을 촉구하고 있다. ilty012@tf.co.kr 사진영상기획부,더팩트,2021-06-16,http://news.tf.co.kr/read/photomovie/1868554.htm
313,'소비기한표시제 도입' 촉구 기자회견 [포토],소비자기후행동과 아이쿱생협연합회 회원들이 16일 오전 서울 여의도 국회 앞에서 기자회견을 열고 소비기한표시제 도입을 촉구하고 있다. ilty012@tf.co.kr 사진영상기획부,더팩트,2021-06-16,http://news.tf.co.kr/read/photomovie/1868555.htm
314,[시선집중] 식품 폐기 줄이자...소비기한 도입 놓고 '환경보호' vs '변질사고' 분분,소비자기후행동은 14일 가공식품에 유통기한 대신 실제 먹을 수 있는 기한을 의미하는 소비기한을 단독 표기하는 '소비기한표시제' 도입을 촉구하는 성명서를 발표했다. 서울의 한 마트에서 유제품을 판매하고 있다....,업다운뉴스,2021-06-15,http://www.updownnews.co.kr/news/articleView.html?idxno=232577
315,소비자 이름으로 식품 '소비기한 표시제' 도입 촉구,"소비자기후행동 등 단체들은 16일 국회 정문 앞에서 식품 소비기한 표시제 도입을 촉구하는 기자회견 및 퍼포먼스를 할 예정이다. 사진은 기사 특정 사실과 관계 없음. 사진=식품저널DB ""소비자의 이름으로 소비기한 표시제...",식품저널 foodnews,2021-06-15,http://www.foodnews.co.kr/news/articleView.html?idxno=92706
316,"소비자기후행동, 소비기한표시제 촉구","14일 소비자기후행동은 성명을 내고 가공식품에 유통기한 대신 실제 먹을 수 있는 기한을 의미하는 소비기한을 단독 표기하는 '소비기한표시제' 도입을 제안했다. 소비자기후행동은 ""소비기한표시제는 과거와 달리 냉장...",내일신문,2021-06-15,http://www.naeil.com/news_view/?id_art=389351
317,유통기한 말고 '소비기한'으로 환경 지켜야,"한국농업신문, NEWSFARM 전국 소비자들이 2050년 탄소중립 실현을 위한 필수과제로 '소비기한표시제' 도입을 촉구하며 나섰다. 소비자기후행동(김은정 상임대표)은 가공식품에 유통기한 대신 실제 먹을 수 있는 기한을...",한국농업신문,2021-06-14,http://www.newsfarm.co.kr/news/articleView.html?idxno=70422
318,식품 폐기 손실 비용 한 해 평균 1.5조…“‘소비기한표시제’ 도입해야”,소비자기후행동은 ‘소비기한표시제’ 도입을 촉구하는 성명서를 발표했다. 소비자기후행동 이차경 상임이사는 “‘소비기한표시제’는 기후변화에 대응하고 2050년 탄소중립을 달성할 수 있는 가장 효과적이고 확실한...,메디컬투데이,2021-06-14,http://www.mdtoday.co.kr/mdtoday/index.html?no=422632
319,"소비자기후행동 ""유통기한 대신 '소비기한' 도입해야""","소비자기후행동은 14일 가공식품에 유통기한 대신 실제 먹을 수 있는 기한을 의미하는 소비기한을 단독 표기하는 '소비기한표시제' 도입을 촉구하는 성명서를 발표했다. 소비자기후행동은 ""소비기한표시제는...",대한급식신문,2021-06-14,http://www.fsnews.co.kr/news/articleView.html?idxno=43100
320,"소비자기후행동, '소비기한표시제' 도입 촉구 성명서 발표",기후변화 대응 및 2050년 탄소 중립 달성에 가장 효과적인 제도식품 소비 시점 고민하는 소비자에 정확한 정보 제공…소비 기한 단독 표기해야 출처=소비자기후행동 소비자기후행동(김은정 상임대표)이 '소비기한표시제...,이로운넷,2021-06-14,https://www.eroun.net/news/articleView.html?idxno=25131
321,"유통기한은 유통사 책임, '소비기한'은 누구 책임?…낙농·유업계 '반대'",낙농가와 유업계가 '소비기한 표시제'에 대해 강하게 반대하고 나섰다. 문제가 생긴 제품과 관련해 제조·유통사·소비자까지 책임 소재를 가리기 어렵고 원유 재고도 늘어날 가능성이 높다는 이유에서다. 특히 현행 0~10...,뉴스1,2021-06-09,https://www.news1.kr/articles/?4332730
322,[가고파] 소비기한- 강희정(편집부 차장대우),"▼소비기한 표시제 추진을 놓고 단순히 표시 날짜를 늘리는 것은 아닌지, 온도 등 보관의 안전성 문제에 대한 반대 여론도 만만찮다. 어떤 방식의 소비기한을 도입할지에 대한 의견도 쏟아지고 있다. 하지만 가장 중요한...",경남신문,2021-06-07,http://www.knnews.co.kr/news/articleView.php?idxno=1352872
323,소비기한 도입 놓고 논란 가열,식품 폐기량과 온실가스 배출량을 줄여 지속 가능한 지구 환경을 보전하는 데도 소비기한 표시제도 도움이 된다는 것이다. 이를 위해 현행 유통기한 대신 소비기한을 표시하도록 하는 등 식품표시광고법 등 관련...,e대한경제,2021-06-05,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202106031344204900537
324,"날짜 일주일 지난 우유, 마실까 말까...‘소비기한’이 뭐길래",쓰레기 배출 등을 줄이는 방안으로 식약처는 ‘소비기한 표시제’ 도입을 추진하고 있습니다. 그렇다면 유통기한과 소비기한은 뭐가 다를까요? 위 사례의 A씨처럼 유통기한이 지난 식품을 앞에 두고 고민하는 사람을...,인더뉴스,2021-06-03,https://www.inthenews.co.kr/news/article.html?no=35345
325,[야고부] 소비기한,"'소비기한 표시제'는 37개 OECD 국가 대부분이 시행 중인데 규정된 보관 조건에서 소비할 경우 안전에 이상이 없는 기한을 말한다. 포장을 뜯지 않고 제대로 냉장 보관하면 우유는 50일, 달걀 25일, 치즈 70일 정도...",매일신문,2021-06-03,https://news.imaeil.com/InnerColumn/2021060218040269562
326,"식품용기 다시 쓰고, '소비기한' 추진…식약처, 탄소중립 속도","섭취 가능한 '소비기한' 표시로 식품 폐기량·온실가스 줄이고 식용곤충 안전성평가 등 지원… 재생 플라스틱 제도 개선도 식품 소비기한 표시제 도입, 식품 용기 재활용 등 식품의약품안전처가 식품 안전관리의 지속...",한국농어민신문,2021-06-01,http://www.agrinet.co.kr/news/articleView.html?idxno=301450
327,‘소비기한’ 도입 찬반 엇갈리는 식품업계,소비기한 표시제를 도입하면 식품 폐기량과 이산화탄소 등 온실가스 배출량을 줄여 지속 가능한 지구 환경 보전에 큰 도움이 될 것이라는 게 식약처의 설명이다. 국제 사회에서는 이미 소비기한 도입으로 무게추가...,아주경제,2021-06-01,http://www.ajunews.com/view/20210601153222395
328,"식약처‧낙농협회, '소비기한' 두고 충돌",소비기한 표시제 도입을 골자로 한 개정안은 일부 의원들의 실태조사 요구와 낙농협회 반대로 국회 문턱을 넘지 못했다. 올해 식약처는 '2021 P4G 서울정상회의 개최'를 계기로 탄소중립 등 미래 대비 식·의약 안전관리...,이뉴스투데이,2021-06-01,http://www.enewstoday.co.kr/news/articleView.html?idxno=1483766
329,"식품업계, ‘소비기한’ 도입 놓고 찬반논쟁 팽팽","식약처 관계자는 “유통기한이 지나도 일정 기간 섭취가 가능하지만, 소비자는 이를 폐기 시점으로 인식해 소비할 수 있는 식품을 폐기하는 경우가 다수 발생한다”며 “소비기한 표시제를 도입하면 식품 폐기량과...",데일리안언론사 선정,2021-06-01,https://www.dailian.co.kr/news/view/996312/?sc=Naver
330,"'유통기한' 지난 음식 버리시나요?... 식약처, '소비기한' 도입 추진","국제식품규격위원회(Codex)는 제조일자, 포장일자, 유통기한, 품질유지기한, 소비기한 등을 포장식품의 일자 표시제도로 인정하고 있다. 유럽연합(EU), 캐나다, 일본, 호주,영국, 홍콩과 중국 등 국가는 유통기한...",BBC,2021-05-31,https://www.bbc.com/korean/news-57305331?xtor=AL-73-%5Bpartner%5D-%5Bnaver%5D-%5Bheadline%5D-%5Bkorean%5D-%5Bbizdev%5D-%5Bisapi%5D
331,‘소비기한’ 표기 놓고 정부·유업계 ‘갈등’,"소비기한 표시제가 적용되면 개봉하지 않은 우유는 최대 50일이 지나도 먹을 수 있고, 치즈는 70일이 지나도 섭취가 가능해진다. 이처럼 소비기한 표시는 소비자에게 음식 섭취 가능 기한에 대한 명확한 정보를 제공해...",브릿지경제,2021-05-31,http://www.viva100.com/main/view.php?key=20210531010006693
332,"정부, 유통기한 보다 긴 ‘소비기한’ 도입 추진",식품 소비기한 표시제 도입을 주요 추진 사례로 소개했다. ‘소비기한’은 식품을 섭취하는 등 소비해도 건강이나 안전에 이상이 없을 것으로 인정되는 소비 최종 기한을 뜻한다. 규정된 보관조건에서 보관하다 소비해도...,어린이동아,2021-05-31,http://kids.donga.com/news/vv.php?type=news&id=20210531150717175131
333,‘유통기한’ 대신 ‘소비기한’ 도입... 불필요한 음식물쓰레기 줄인다,"이에 경제협력개발기구(OECD) 37개국과 동남아시아, 아프리카 내 대부분의 국가에서 소비기한 표시제를 도입했다. 2018년 국제식품규격위원회(CODEX)는 식품기한 지표에서 유통기한을 삭제했다. 식약처는 ""유통기한이...",더나은미래,2021-05-31,https://futurechosun.com/?p=56037
334,유통기한 대신 '소비기한' 표시 추진…음식 쓰레기 줄인다,탄소중립 시대 대비 식품·의약품 안전관리 체계 강화정책 가운데 하나로 식품 소비기한 표시제 도입을 추진한다는 설명이다. 국제학술지 '사이언스(Science)'에 실린 연구결과에 따르면 2018년 세계 온실가스 배출량의 26%는...,오피니언뉴스,2021-05-31,http://www.opinionnews.co.kr/news/articleView.html?idxno=50618
335,유통기한 대신 소비기한 도입···날짜만 늘리면 되나,"소비기한 표시제를 도입하면 식품 폐기량과 온실가스 배출량을 줄여 환경보전에 도움이 될 수 있다. 소비자들은 소비기한 도입을 반기면서도 혼란 야기를 우려했다. ""제조일, 도소매점 유통기한, 최종 소비기한까지...",뉴시스,2021-05-31,http://www.newsis.com/view/?id=NISX20210531_0001458648&cID=13001&pID=13000
336,"식약처 ""식품에 유통기한 대신 소비기한 표시 추진…식품 폐기 감소 기대""","식약처는 ""소비자들이 유통기한을 식품 폐기 시점으로 인식해 소비 가능한 식품을 버리는 경우가 많이 발생한다""며 ""전 세계 온실가스 배출량의 26%는 식품 생산, 6%는 음식쓰레기가 원인인 만큼 소비기한 표시제를...",여성소비자신문,2021-05-31,http://www.wsobi.com/news/articleView.html?idxno=123424
337,식품 '소비기한 표시제' 도입 추진,"식약처 전경 주요 추진 개선사례는 ▲식품 소비기한 표시제 도입 추진 ▲대체 단백질식품 안전관리 기반 마련 ▲식품, 화장품 용기 재활용성 확대 ▲온라인 전자문서 활용 확대 등이다. 현행 '유통기한' 대신 해외 규제와...",의학신문,2021-05-31,http://www.bosa.co.kr/news/articleView.html?idxno=2151692
338,'탄소저감' 위한 '소비기한 표시제' 도입…유통기한 지나도 섭취 가능,오송 식품의약품안전처  현행 '유통기한' 대신 소비자 혼란이나 식품폐기 감소 등을 위해 '소비기한 표시제' 도입이 추진된다. 식약처 미래 대비 식·의약 안전관리 제도 개선 추진/제공= 식약처 식품의약품안전처(이하...,한스경제,2021-05-31,http://www.sporbiz.co.kr/news/articleView.html?idxno=525234
339,멀쩡한 음식 못 버리게…유통기한 대신 소비기한 쓴다,현행 유통기한보다 기간이 늘어난 소비기한 표시제도 도입이 추진된다. 식품의약품안전처는 탄소중립 시대 대비 식품·의약품 안전관리 체계 강화정책 가운데 하나로 식품 소비기한 표시제 도입을 추진한다고 30일 밝혔다....,파이낸셜뉴스,2021-05-30,http://www.fnnews.com/news/202105301938332100
340,음식물 '유통기한' 대신 '소비기한' 표기 추진,"이에 따라 환경단체 등은 음식 쓰레기를 줄이기 위해 식품 소비기한 표시제 도입을 주장해왔다. 실제로 유럽연합(EU), 일본 등 경제협력개발기구(OECD) 37개국은 물론 동남아시아·아프리카의 대부분 국가에서도 유통기한이...",아이뉴스24,2021-05-30,http://www.inews24.com/view/1371414
341,"멀쩡한데 버려지는 음식품, '유통기한' 대신 '소비기한' 표기로 바꾼다","이에 따라 환경단체 등은 음식 쓰레기를 줄이기 위해 식품 소비기한 표시제 도입을 주장해왔다. 실제로 유럽연합(EU), 일본 등 경제협력개발기구(OECD) 37개국은 물론 동남아시아·아프리카의 대부분 국가에서도 유통기한이...",한국일보언론사 선정,2021-05-30,https://hankookilbo.com/News/Read/A2021053013320005827?did=NA
342,"멀쩡한 음식 버리는 ‘유통기한’, 더 긴 ‘소비기한’으로 바꾼다","식약처는 “현행 유통기한은 기한이 지나도 일정 기간 섭취가 가능하지만, 소비자들은 폐기 시점으로 인식하고 있다”며 “소비기한 표시제를 도입하면 식품 폐기량과 온실가스 배출량을 줄여 지속 가능한 지구 환경...",한겨레언론사 선정,2021-05-30,http://www.hani.co.kr/arti/society/health/997242.html
343,"""유통기한 지나도 섭취 가능"" 식약처 '소비기한' 도입",소비자는 이를 폐기 시점으로 인식해 소비할 수 있는 식품을 폐기하는 경우가 많이 발생한다. 소비기한 표시제를 도입하면 식품 폐기량과 온실가스 배출량을 줄여 환경 보전에 큰 도움이 될 것”이라고 밝혔다.,스포츠서울,2021-05-30,http://www.sportsseoul.com/news/read/1044593?ref=naver
344,"""유통기한 대신 소비기한""…온실가스 줄이기 나선 식약처","그러면서 ""전 세계 온실가스 배출량의 26%는 식품 생산, 6%는 음식쓰레기가 원인인 만큼 소비기한 표시제를 도입하면 식품 폐기량과 온실가스 배출량을 줄여 환경 보전에 큰 도움이 될 것""이라고 전망했다. 식약처에...",여성신문,2021-05-30,http://www.womennews.co.kr/news/articleView.html?idxno=212131
345,‘유통기한→소비기한’ 도입 등… 식약처 식·의약 안전관리 제도 개선 추진,"주요 추진 개선사례는 △식품 소비기한 표시제 도입 추진 △대체 단백질식품 안전관리 기반 마련 △식품, 화장품 용기 재활용성 확대 △온라인 전자문서 활용 확대 등이다. 우선 현재 제품의 제조일로부터 소비자에게...",브릿지경제,2021-05-30,http://www.viva100.com/main/view.php?key=20210530010006353
346,"“유통기한 지나도 괜찮아요”… 식약처, 식품 소비기한 표시 추진","식약처는 “식품은 유통기한이 지나도 일정 기간 섭취 가능하지만 소비자는 이를 폐기 시점으로 인식해 소비할 수 있는 식품을 폐기하는 경우가 많이 발생한다”며 “""소비기한 표시제를 도입하면 식품 폐기량과...",머니S,2021-05-30,http://moneys.mt.co.kr/news/mwView.php?no=2021053011188097582
347,멀쩡한 음식 버리는 유통기한 대신 ‘소비기한’ 쓰자,식품의약품안전처는 식품 폐기량을 줄이기 위해 소비기한 표시제도 도입을 추진하고 있다. 식약처는 ‘2021 P4G 서울 녹색미래 정상회의’ 개최를 계기로 기후변화 대응과 지속 가능한 발전을 위해 식품·의약품 분야에서...,경향신문,2021-05-30,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202105301050001&code=940100
348,온실가스 배출 줄이고자 '소비기한' 도입 추진,"식약처 관계자는 ""유통기한이 지나도 일정 기간 섭취가 가능하지만, 소비자는 이를 폐기 시점으로 인식해 소비할 수 있는 식품을 폐기하는 경우가 다수 발생한다""며 ""소비기한 표시제를 도입하면 식품 폐기량과...",데일리굿뉴스,2021-05-30,http://goodnews1.com/news/news_view.asp?seq=113629
349,"식약처, 식품에 유통기한 대신 소비기한 표시 추진","식약처 관계자는 ""유통기한이 지나도 일정 기간 섭취가 가능하지만, 소비자는 이를 폐기 시점으로 인식해 소비할 수 있는 식품을 폐기하는 경우가 다수 발생한다""며 ""소비기한 표시제를 도입하면 식품 폐기량과...",SBS Biz언론사 선정,2021-05-30,https://biz.sbs.co.kr/article_hub/20000017310?division=NAVER
350,"[SR유통] 식약처, 유통기한 지나도 음식 섭취 가능한 '소비기한' 도입 추진","식약처 관계자는 ""유통기한이 지나도 일정 기간 섭취가 가능하지만, 소비자는 이를 폐기 시점으로 인식해 소비할 수 있는 식품을 폐기하는 경우가 다수 발생한다""며 ""소비기한 표시제를 도입하면 식품 폐기량과...",SR타임스,2021-05-30,http://www.srtimes.kr/news/articleView.html?idxno=94312
351,"""유통기한 지나도 취식 가능""…'소비기한' 도입 추진","식약처는 ""유통기한이 지나도 일정 기간 섭취 가능하지만, 소비자는 이를 폐기 시점으로 인식해 소비할 수 있는 식품을 폐기하는 경우가 다수 발생한다""며 ""소비기한 표시제를 도입하면 식품 폐기량과 이산화탄소 등...",SBS,2021-05-30,https://news.sbs.co.kr/news/endPage.do?news_id=N1006336555&plink=ORI&cooper=NAVER
352,유통기한 지나도 섭취 가능…'탄소저감' 위한 '소비기한 표시제',"주요 추진 개선사례는 ▲식품 소비기한 표시제 도입 추진 ▲대체 단백질식품 안전관리 기반 마련 ▲식품, 화장품 용기 재활용성 확대 ▲온라인 전자문서 활용 확대 등이다. 우선 현행 ‘유통기한’ 대신 해외 규제와 조화...",쿠키뉴스,2021-05-30,http://www.kukinews.com/newsView/kuk202105290045
353,식품에 유통기한 대신 소비기한 표시 추진한다,"전 세계 온실가스 배출량의 26%는 식품 생산, 6%는 음식쓰레기가 원인인 만큼 소비기한 표시제를 도입하면 식품 폐기량과 온실가스 배출량을 줄여 환경 보전에 큰 도움이 될 것이라는 설명이다. 이와 함께 식약처는 식용...",뉴시스,2021-05-30,http://www.newsis.com/view/?id=NISX20210530_0001457903&cID=13107&pID=13100
354,유통기한 지나도 음식 섭취 가능한 '소비기한' 도입 추진,"식약처 관계자는 ""유통기한이 지나도 일정 기간 섭취가 가능하지만, 소비자는 이를 폐기 시점으로 인식해 소비할 수 있는 식품을 폐기하는 경우가 다수 발생한다""며 ""소비기한 표시제를 도입하면 식품 폐기량과...",연합뉴스,2021-05-30,http://yna.kr/AKR20210529027900530?did=1195m
355,소비기한 남아 섭취 가능한 식품에 관심 집중…'유통기한 임박상품’이 뜬다,"또한 ‘소비기한 표시제가 소비자의 혼란을 방지하고, 외식업체의 식품 폐기 비용 절감에 도움이 될 것으로 생각하느냐’는 질문에 71%가 긍정적으로 응답했다. 이에 따라 소비기한을 사용하면 섭취 가능한 식품을...",디지틀조선일보,2021-05-28,http://digitalchosun.dizzo.com/site/data/html_dir/2021/05/28/2021052880026.html
356,'소비기한' 도입 추진…식품업계 '숙원사업 vs 혼란 가중' 팽팽,음식물 쓰레기량을 줄이기 위한 방안으로 식품의약품 안전처는 사회적 공론화를 거친 후 함께 '소비자 중심의 식품 소비기한 표시제 도입 방안'을 논의한다는 계획이다. 소비기한 표기가 정착될 경우 유통기한으로...,뉴시스,2021-05-06,http://www.newsis.com/view/?id=NISX20210506_0001431371&cID=13001&pID=13000
357,[지지대] 소비기한제 도입,해외 주요 국가는 대부분 소비기한표시제를 도입했다. 국제식품규격위원회는 2016년 유통기한 삭제에 합의하고 2018년 소비기한 사용을 결정했다. 소비자에게 혼란을 주고 음식물쓰레기를 양산할 수 있다는 이유에서다....,경기일보,2021-04-25,http://www.kyeonggi.com/news/articleView.html?idxno=2359992
358,‘유통기한≠소비기한’ 알고 계십니까? [뉴스+],유통기한 지나 버려지는 음식들… '소비기한표시제' 도입 목소리 기존 ‘유통기한’보다 폐기 시점 늦춰져 이산화탄소 배출량·처리 비용 등 감소 식빵 20일·액상커피 30일·치즈 70일 보관조건 지켜질 경우 섭취기간...,세계일보언론사 선정,2021-04-22,http://www.segye.com/content/html/2021/04/21/20210421519543.html?OutUrl=naver
359,“음식쓰레기 줄일 소비기한 도입을”,"22일 ‘지구의 날’을 맞아 음식물쓰레기를 대폭 줄일 수 있는 ‘소비기한표시제’ 도입 목소리가 높아지고 있다. 소비기한표시제는 기존 ‘유통기한’과 달리 식품을 섭취해도 안전한 기한을 제품에 적는 제도다....",세계일보언론사 선정,2021-04-21,http://www.segye.com/content/html/2021/04/21/20210421516908.html?OutUrl=naver
360,"""설익은 '소비기한' 강행, 낙농가 설 자리 없어""","한국농업신문, NEWSFARM 최근 식품표시광고법 일부개정법률안에 대한 국회 심의가 조만간 재개될 것으로 예측되면서, '소비기한 표시제'의 향방에 관심이 쏠리고 있다. 낙농업계는 이 같은 조치는 국내 낙농·유가공산업과...",한국농업신문,2021-04-20,http://www.newsfarm.co.kr/news/articleView.html?idxno=67904
361,[기자수첩]지금이 소비기한 표시제 도입 적기,"멀쩡한 식재료, 가공식품들을 버리는 일이 많아 소비기한 표시제도 도입이 시대적 과제로 떠오르고 있다. 지난해 환경부 조사에 따르면 음식물쓰레기 처리 비용으로만 연간 2조원이 투입됐다. 음식물쓰레기 양은 평균...",아시아경제언론사 선정,2021-04-19,https://view.asiae.co.kr/article/2021041910001426835
362,설익은 '소비기한' 강행…낙농업계 반발 확산,"이와 더불어 소비자 혼란을 방지하기 위해 소비기한 표시제 도입 이전에 식품별 냉장온도, 제품보관방법 등 철저한 소비자 교육이 반드시 필요하다. 허나 식약처는 법개정 시 유예기간 확보를 통해 안전관리강화 및...",농축유통신문,2021-04-15,http://www.amnews.co.kr/news/articleView.html?idxno=45808
363,외식업체 68% “소비기한 표시제 도입을”,한국외식산업연구원 인식 조사 식품 폐기시점 혼란 줄이고 음식점 식재료비 절감 도움 국내 외식업체 종사자 10명 중 7명은 ‘유통기한 표시제’ 대신 ‘소비기한 표시제’를 도입하는 데 동의하는 것으로 나타났다....,농민신문,2021-04-13,http://www.nongmin.com/article/ar_detail.htm?ar_id=605575
364,"낙육협, 소비기한 표시 반대",식품의약안전처가 식품폐기 감소를 목적으로 유통기한 대신 소비기한 표시제 도입을 예고한 가운데 '식품표시광고법 일부개정법률안'에 대한 국회심의가 지난해 계류된 이후 조만간 재개될 것으로 예측되고 있다. 이에...,농수축산신문,2021-04-13,http://www.aflnews.co.kr/news/articleView.html?idxno=209470
365,“유통기한 지났지만 멀쩡한 식재료 아까웠는데…” 외식업계 71% '소비기한 표시제' 도입 목소리,코로나19 장기화로 어려움을 겪는 외식업계가 '소비기한 표시제'를 주목하고 있다. 소비기한을 기준으로 할 경우 유통기한보다 식자재 보관 기한이 길어져 재료비 절감과 함께 식품 폐기 비용도 아낄 수 있기 때문이다....,강원일보,2021-04-13,http://www.kwnews.co.kr/nview.asp?aid=221041200139
366,"외식업체 68% ""유통기한보다 긴 '소비기한' 도입해야""","11일 한국외식산업연구원이 올해 2월 22∼28일 전국 외식업체 종사자 1023명을 대상으로 방문·전화 조사한 결과에 따르면 '소비기한 표시제가 소비자의 혼란을 방지하고, 외식업체의 식품 폐기 비용 절감에 도움이 될...",데일리한국,2021-04-11,https://daily.hankooki.com/lpage/industry/202104/dh20210411212910147950.htm?s_ref=nv
367,"[맛있는TMI]외식업체 68% ""유통기한 대신 소비기한 도입해야""","11일 한국외식산업연구원이 올해 2월 22∼28일 전국 외식업체 종사자 1023명을 대상으로 방문·전화 조사한 결과에 따르면 ‘소비기한 표시제가 소비자의 혼란을 방지하고, 외식업체의 식품 폐기 비용 절감에 도움이 될...",이데일리언론사 선정,2021-04-11,http://www.edaily.co.kr/news/newspath.asp?newsid=01895846629015136
368,"외식업계, “‘유통기한’ 보다 긴 ‘소비기한' 도입해야”","11일 한국외식산업연구원이 지난 2월 22∼28일 전국 외식업체 종사자 1023명을 대상으로 방문·전화 조사한 결과에 따르면 ‘소비기한 표시제가 소비자의 혼란을 방지하고, 외식업체의 식품 폐기 비용 절감에 도움이 될...",스포츠경향,2021-04-11,http://sports.khan.co.kr/news/sk_index.html?art_id=202104111317003&sec_id=561901&pt=nv
369,"외식업계 ""유통기한보다 긴 '소비기한' 도입해야""","11일 한국외식산업연구원이 올해 2월 22일부터 28일까지 전국 외식업체 종사자 1023명을 대상으로 방문·전화 조사한 결과에 따르면 '소비기한 표시제가 소비자의 혼란을 방지하고, 외식업체의 식품 폐기 비용 절감에...",매일일보,2021-04-11,http://www.m-i.kr/news/articleView.html?idxno=817535
370,"유통기한보다 긴 '소비기한'…외식업체 68% ""도입 필요""","11일 한국외식산업연구원이 올해 2월 22∼28일 전국 외식업체 종사자 1천23명을 대상으로 방문·전화 조사한 결과에 따르면 '소비기한 표시제가 소비자의 혼란을 방지하고, 외식업체의 식품 폐기 비용 절감에 도움이 될...",매일경제TV,2021-04-11,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004318748
371,유통기한 아닌 소비기한 표시를 도입해야...외식업계,"11일 한국외식산업연구원이 올해 2월 22∼28일 전국 외식업체 종사자 1023명을 대상으로 조사한 결과에 따르면 '소비기한 표시제가 소비자의 혼란을 방지하고, 외식업체의 식품 폐기비용 절감에 도움이 될 것으로...",디지털타임스,2021-04-11,http://www.dt.co.kr/contents.html?article_no=2021041102100932060001&ref=naver
372,"외식업체, ""유통기한보다 긴 '소비기한' 도입해야""…코로나19·농산물값 급등 속 비용 절감 '기대'","11일 한국외식산업연구원이 올해 2월 22일부터 28일까지 전국 외식업체 종사자 1023명을 대상으로 조사한 결과에 따르면 '소비기한 표시제가 소비자의 혼란을 방지하고, 외식업체의 식품 폐기 비용 절감에 도움이 될...",스포츠조선,2021-04-11,http://sports.chosun.com/news/ntype.htm?id=202104120100086450005537&servicedate=20210411
373,유통기한보다 긴 ‘소비기한’ 도입에 찬반 ‘팽팽’,"11일 업계에 따르면 식품의약품안전처가 식품에 적용되는 유통기한 대신 소비기한 표시제 도입을 위한 식품표시광고법 개정을 예고한 가운데, 관련 법안에 대한 국회 심의가 곧 재개될 것으로 보인다. 외식업계는 관련...",브릿지경제,2021-04-11,http://www.viva100.com/main/view.php?key=20210411010002844
374,"유통기한보다 긴 '소비기한'…외식업체 68% ""도입해야""","한국외식산업연구원이 전국 외식업체 종사자 1천23명을 대상으로 설문 조사한 결과에 따르면, '소비기한 표시제가 소비자의 혼란을 방지하고, 외식업체의 식품 폐기 비용 절감에 도움이 될 것으로 생각하느냐'는 질문에 71...",SBS,2021-04-11,https://news.sbs.co.kr/news/endPage.do?news_id=N1006275344&plink=ORI&cooper=NAVER
375,"유통기한보다 긴 '소비기한'…외식업체 68% ""도입해야""","11일 한국외식산업연구원이 올해 2월 22∼28일 전국 외식업체 종사자 1천23명을 대상으로 방문·전화 조사한 결과에 따르면 '소비기한 표시제가 소비자의 혼란을 방지하고, 외식업체의 식품 폐기 비용 절감에 도움이 될...",연합뉴스언론사 선정,2021-04-11,http://yna.kr/AKR20210401134100030?did=1195m
376,유통기한 대신 소비기한 표시…낙농육우협회는 '반대',"식약처, 관련법 개정 예고 불완전한 냉장관리 탓 유통 중 우유 변질 등 우려 식품의약품안전처가 식품에 적용되는 유통기한 대신 소비기한 표시제 도입을 위한 식품표시광고법 개정을 예고한 가운데 관련 법안에 대한 국회...",한국농어민신문,2021-04-09,http://www.agrinet.co.kr/news/articleView.html?idxno=300183
377,식약처 '식품 소비기한 도입' 두고 한국낙농육우협회 반대 성명,"'식품 소비기한 표시제'도입을 두고 식품의약품안전처(처장 이의경, 이하 식약처)와 낙농·유업계의 의견이 맞서고 있다. 지난해 6월 소비자단체·학계·업계가 함께 '소비자 중심의 식품 소비기한 표시제 도입 방안'을...",대한급식신문,2021-04-08,http://www.fsnews.co.kr/news/articleView.html?idxno=42219
378,식품 소비기한 표시제 도입 캠페인,"캠페인은 식품 폐기 시점에 대한 혼란 방지를 위한 소비기한 표시제 도입 촉구를 위해 마련됐다. 캠페인 참여자는 유통기한이 표시된 식품에 소비기한 관련 메시지를 적어 인증사진을 찍고, 해시태그와 함께...",한겨레,2021-04-08,http://www.seouland.com/arti/society/society_general/8144.html
379,"""유통기한제 폐지…소비기한 표시제도 도입해야""","소비자기후행동, SNS 캠페인 '앵그리푸드' 진행 소비자기후행동이 '소비기한 표시제도' 도입 촉구를 위해 사회관계망 서비스(SNS)를 활용한 참여형 캠페인 '앵그리푸드'를 시작했다. 이번 캠페인은 '유통기한'이 먹을 수...",농축유통신문,2021-04-08,http://www.amnews.co.kr/news/articleView.html?idxno=45744
